шл€па;;;;;;;;;;;;;;
user_session_end;04.07.2019 0:00;1;;01.06.2004;release;Italy;android;male;;2018-05-28T07:21:48+0300;2033816.0;0.0;male;0.0
user_session_start;04.07.2019 0:00;1;;01.06.2006;release;Israel;android;male;;2019-06-09T18:01:39+0300;3813174.0;0.0;male;0.0
